id,name,abbr,country_id
84,Amazonas,,3
85,Anzoátegui,,3
86,Apure,,3
87,Aragua,,3
88,Barinas,,3
89,Bolívar,,3
90,Carabobo,,3
91,Cojedes,,3
92,Delta Amacuro,,3
93,Distrito Capital,,3
94,Guárico,,3
95,Lara,,3
96,Miranda,,3
97,Monagas,,3
98,Mérida,,3
99,Portuguesa,,3
100,Sucre,,3
101,Trujillo,,3
102,Táchira,,3
103,Vargas,,3
104,Yaracuy,,3
105,Zulia,,3
106,Falcón,,3
